City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
119,novodvinsk,64.4165,40.8122,5.4,96,91,2.55,RU,1686007122
120,west island,-12.1568,96.8225,25.99,78,75,6.17,CC,1686007122
121,constantia,44.1833,28.65,12.61,62,13,4.42,RO,1686007122
122,toktogul,41.8708,72.9402,16.73,54,26,1.43,KG,1686007122
123,am timan,11.0297,20.2827,26.95,70,100,5.41,TD,1686007122
124,lebu,-37.6167,-73.65,12.88,90,99,4.0,CL,1686007122
125,bikenibeu village,1.3673,173.1241,30.98,74,20,3.6,KI,1686007122
126,kokopo,-4.352,152.2633,28.33,72,88,2.25,PG,1686007123
127,chibougamau,49.9168,-74.3659,17.79,42,75,2.57,CA,1686007123
128,crucecita,-28.95,-58.9833,19.92,91,92,3.22,AR,1686007123
129,kingston,17.997,-76.7936,30.12,79,20,3.6,JM,1686007123
130,batibo,5.8358,9.8553,19.13,99,100,0.76,CM,1686007123
131,polyarnyy,69.1989,33.4478,2.53,97,100,9.79,RU,1686007123
132,trapani,37.8333,12.6667,19.04,82,0,2.57,IT,1686007044
133,namibe,-15.1961,12.1522,19.87,64,4,4.21,AO,1686007123
134,papatowai,-46.5619,169.4708,8.76,72,21,2.05,NZ,1686007124
135,kirensk,57.7853,108.1119,8.87,82,80,5.37,RU,1686007124
136,codrington,-38.2667,141.9667,15.5,78,55,6.43,AU,1686007124
137,cabo san lucas,22.8909,-109.9124,34.78,37,0,5.66,MX,1686006944
138,zag,46.9441,99.165,11.71,54,32,1.95,MN,1686007124
139,lata,40.1629,-8.3327,18.29,84,84,0.8,PT,1686007124
140,woodward,36.4337,-99.3904,29.98,44,0,4.63,US,1686007124
141,fort bragg,35.139,-79.006,26.36,52,0,4.63,US,1686007124
142,petropavlovsk-kamchatsky,53.0452,158.6483,10.33,58,75,2.0,RU,1686007125
143,port-vila,-17.7338,168.3219,25.78,83,100,2.06,VU,1686007125
144,inirida,3.8653,-67.9239,24.43,96,90,1.18,CO,1686007125
145,cooper's town,26.8667,-77.5167,25.76,76,27,7.77,BS,1686007125
146,san antonio de pale,-1.4014,5.6325,25.1,86,81,5.33,GQ,1686007125
147,cambria,35.5641,-121.0808,18.41,82,100,0.89,US,1686007125
148,chimoio,-19.1164,33.4833,16.69,55,0,0.79,MZ,1686007125
149,crane,31.3974,-102.3501,27.62,36,73,6.35,US,1686007125
150,esmeralda,21.8525,-78.1169,28.85,71,31,2.59,CU,1686007126
151,susuman,62.7833,148.1667,14.03,38,13,4.55,RU,1686007126
152,college,64.8569,-147.8028,22.18,28,40,2.06,US,1686007126
153,hawaiian paradise park,19.5933,-154.9731,27.8,72,40,5.14,US,1686007053
154,lagoa,39.05,-27.9833,18.39,83,100,8.13,PT,1686007126
155,portland,45.5234,-122.6762,29.53,24,20,8.23,US,1686006998
156,khash,28.2211,61.2158,24.39,35,41,0.63,IR,1686007127
157,hovd,48.0056,91.6419,17.99,32,30,2.05,MN,1686007127
158,kirkland lake,48.1446,-80.0377,18.16,39,7,4.12,CA,1686007127
159,brookings,44.3114,-96.7984,30.59,40,20,0.0,US,1686007024
160,belmonte,-15.8631,-38.8828,22.85,73,0,3.22,BR,1686007127
161,puerto cabezas,14.0351,-83.3888,30.98,74,40,2.06,NI,1686007127
162,sirre,8.3167,39.4833,17.36,77,80,2.13,ET,1686007128
163,bel ombre,-4.6167,55.4167,27.91,74,40,4.63,SC,1686007128
164,grand falls-windsor,48.9332,-55.6649,11.95,83,100,3.56,CA,1686007128
165,hermanus,-34.4187,19.2345,6.56,70,32,2.17,ZA,1686007128
166,princeville,45.7668,-61.2985,9.86,98,100,7.72,CA,1686007128
167,teluk nibung,3.001,99.8164,23.93,96,100,1.46,ID,1686007128
168,jutai,-5.1833,-68.9,24.61,91,40,0.76,BR,1686007129
169,qaqortoq,60.7167,-46.0333,3.46,79,93,1.08,GL,1686007129
170,lakatoro,-16.0999,167.4164,26.87,73,92,5.62,VU,1686007129
171,kenai,60.5544,-151.2583,21.13,27,20,6.17,US,1686007129
172,paslek,54.0616,19.6593,14.75,74,0,3.45,PL,1686007129
173,vorgashor,67.5833,63.95,8.3,69,12,6.85,RU,1686007129
174,ad darb,17.7229,42.2526,32.22,54,51,1.53,SA,1686007129
175,purpe,64.4803,76.6897,13.9,74,23,8.06,RU,1686007129
176,quellon,-43.1167,-73.6167,12.14,82,75,6.17,CL,1686007130
177,ploudalmezeau,48.5333,-4.65,13.49,88,0,4.63,FR,1686007130
178,yuzhno-kurilsk,44.0306,145.8556,12.72,71,30,0.72,RU,1686007130
179,benjamin constant,-4.3831,-70.0311,27.03,78,40,3.6,BR,1686007130
180,sanming,26.2486,117.6186,26.52,85,1,0.64,CN,1686007130
181,khandyga,62.6667,135.6,15.03,58,88,2.65,RU,1686007130
182,san vicente,-26.6167,-54.1333,16.17,80,30,1.19,AR,1686007130
183,dahanu,19.9667,72.7333,28.5,81,16,4.8,IN,1686007131
184,avarua,-21.2078,-159.775,24.03,53,20,2.57,CK,1686007131
185,touros,-5.1989,-35.4608,25.45,81,36,5.18,BR,1686007131
186,marquette,46.5333,-87.6335,19.03,74,98,1.79,US,1686007131
187,daru,-9.0763,143.2092,26.93,87,85,5.07,PG,1686007131
188,buckeye,33.3703,-112.5838,41.79,6,29,8.28,US,1686006959
189,moose jaw,50.4001,-105.5344,33.14,25,20,7.2,CA,1686007131
190,al burayqah,30.4062,19.5739,26.87,45,100,7.27,LY,1686007131
191,el calafate,-50.3408,-72.2768,3.62,91,78,2.92,AR,1686007131
192,pasni,25.2631,63.471,28.78,84,55,5.97,PK,1686007132
193,whitehaven,54.549,-3.5841,13.14,85,22,1.49,GB,1686007132
194,larne,54.85,-5.8167,14.19,80,6,0.55,GB,1686007132
195,samfya,-11.3649,29.5565,16.22,67,0,2.95,ZM,1686007132
196,atafu village,-8.5421,-172.5159,28.22,74,17,2.95,TK,1686007132
197,port alfred,-33.5906,26.891,13.66,69,100,2.83,ZA,1686007132
198,mahibadhoo,3.7833,72.9667,28.23,77,99,5.49,MV,1686007132
199,ulladulla,-35.35,150.4667,13.86,74,98,2.24,AU,1686007133
200,puerto colombia,10.9878,-74.9547,30.05,76,100,4.26,CO,1686007133
201,port mathurin,-19.6833,63.4167,24.61,73,12,9.99,MU,1686007133
202,nova xavantina,-14.6667,-52.35,22.89,43,11,1.4,BR,1686007133
203,iskateley,67.6803,53.1512,4.36,75,95,10.62,RU,1686007133
204,eraan,9.0629,117.7016,26.81,85,95,3.32,PH,1686007133
205,el charco,2.4769,-78.1105,26.35,86,38,1.8,CO,1686007133
206,namtsy,62.7161,129.6658,13.45,52,26,4.53,RU,1686007133
207,vila franca do campo,37.7167,-25.4333,17.23,95,100,6.45,PT,1686007134
208,zunyi,27.6867,106.9072,16.81,90,85,0.89,CN,1686007134
209,labrador city,52.9463,-66.9114,8.95,76,75,6.17,CA,1686007134
210,cromwell,41.5951,-72.6454,21.58,60,75,2.06,US,1686007134
211,hammerfest,70.6634,23.6821,3.25,75,75,4.12,NO,1686007134
212,puerto madryn,-42.7692,-65.0385,19.64,24,67,13.58,AR,1686007045
213,arkhangel'sk,64.5401,40.5433,5.05,97,91,2.3,RU,1686007134
214,mounana,-1.4085,13.1586,21.64,96,99,1.0,GA,1686007134
215,chonchi,-42.6128,-73.8092,11.56,83,100,4.28,CL,1686007044
216,west end,26.6833,-78.9667,26.99,73,43,7.57,BS,1686007135
217,hithadhoo,-0.6,73.0833,27.89,75,97,1.58,MV,1686007135
218,monte alegre,-2.0078,-54.0692,26.72,76,100,1.75,BR,1686007135
219,utrik,11.2278,169.8474,27.28,80,97,9.1,MH,1686007135
220,kayangel,8.0823,134.7173,28.65,80,92,7.83,PW,1686007135
221,melekeok village,7.4957,134.6367,26.31,94,100,4.12,PW,1686007135
222,lihue,21.9789,-159.3672,27.47,67,0,4.12,US,1686007135
223,santa terezinha,-29.9002,-50.0904,16.16,73,92,2.06,BR,1686007136
224,prince rupert,54.3161,-130.3201,12.05,61,100,2.06,CA,1686007091
225,bar-le-duc,48.75,5.1667,14.21,64,0,3.52,FR,1686007136
226,ribeira grande,38.5167,-28.7,18.21,87,100,5.36,PT,1686007136
227,sanya,18.2431,109.505,27.09,89,20,1.0,CN,1686007136
228,sisimiut,66.9395,-53.6735,0.94,62,27,2.14,GL,1686007136
229,jian'ou,27.0469,118.3253,25.31,93,64,0.11,CN,1686007136
230,nafada,11.0956,11.3327,28.56,58,89,5.34,NG,1686007136
231,midvagur,62.0511,-7.1939,9.46,93,100,2.06,FO,1686007137
232,san andres,12.5847,-81.7006,28.01,83,20,2.06,CO,1686007137
233,jinzhou,41.1078,121.1417,22.42,37,26,6.11,CN,1686007137
234,trinidad,-14.8333,-64.9,26.99,83,20,2.06,BO,1686007137
235,paks,46.6265,18.8596,16.35,98,100,2.98,HU,1686007137
236,harnai,30.1005,67.9374,28.72,37,0,1.01,PK,1686007137
237,matthew town,20.95,-73.6667,28.56,79,10,5.55,BS,1686007137
238,tolanaro,-25.0319,46.9987,20.04,89,0,4.07,MG,1686007138
239,santa marta,11.2408,-74.199,30.5,75,75,4.12,CO,1686007013
240,ta`u,-14.2336,-169.5144,27.6,74,57,7.14,AS,1686007138
241,hami,42.8,93.45,20.38,37,0,2.18,CN,1686007138
242,selfoss,63.9331,-20.9971,7.25,74,24,3.57,IS,1686007138
243,lompoc,34.6391,-120.4579,20.08,82,100,4.63,US,1686007138
244,sinop,41.7711,34.8709,12.94,98,100,1.28,TR,1686007138
245,saldanha,-33.0117,17.9442,11.31,69,10,2.96,ZA,1686007139
246,villa canas,-34.0057,-61.6076,12.18,10,99,3.88,AR,1686007139
247,nova vicosa,-17.8919,-39.3719,22.62,69,17,2.82,BR,1686007139
248,taoudenni,22.6783,-3.9836,32.61,15,0,3.88,ML,1686007139
249,st. john's,47.5649,-52.7093,7.38,96,100,2.06,CA,1686006967
250,mtwara,-10.2667,40.1833,22.18,92,1,3.04,TZ,1686007139
251,homer,59.6425,-151.5483,13.94,60,75,3.09,US,1686007139
252,berdigestyakh,62.0989,126.6992,11.23,50,37,3.43,RU,1686007139
253,la gi,10.6667,107.7833,24.52,86,100,5.83,VN,1686007140
254,takab,36.4009,47.1133,15.71,34,92,0.8,IR,1686007140
255,kyabe,9.4515,18.9449,24.65,76,82,1.68,TD,1686007140
256,urengoy,65.9667,78.3667,15.24,90,49,4.8,RU,1686007140
257,turochak,52.2576,87.1224,16.52,88,2,1.15,RU,1686007140
258,darwin,-12.4611,130.8418,25.99,82,20,1.54,AU,1686007025
259,isiro,2.7739,27.616,19.02,100,93,1.05,CD,1686007140
260,san sebastian de la gomera,28.0916,-17.1133,22.99,88,40,2.57,ES,1686007141
261,san patricio,28.017,-97.5169,30.09,60,59,3.11,US,1686007141
262,smithers,54.7804,-127.1743,11.18,54,75,0.0,CA,1686006911
263,fort mcmurray,56.7268,-111.381,25.77,65,75,3.09,CA,1686007141
264,beira,-19.8436,34.8389,22.74,92,1,2.86,MZ,1686007141
265,luumaki,60.9262,27.5814,10.03,71,25,2.72,FI,1686007141
266,i-n-salah,27.1935,2.4607,32.33,14,7,2.29,DZ,1686007141
267,sao jose da coroa grande,-8.8978,-35.1478,25.04,83,52,2.61,BR,1686007142
268,waingapu,-9.6567,120.2641,24.39,84,32,2.16,ID,1686007142
269,lakhdenpokh'ya,61.5198,30.1992,6.17,70,77,2.93,RU,1686007142
270,mogocha,53.7333,119.7667,10.83,56,55,0.32,RU,1686007142
271,losino-petrovskiy,55.8696,38.2006,9.79,90,12,2.09,RU,1686007142
272,celestun,20.8667,-90.4,28.87,72,65,6.57,MX,1686007143
273,amasra,41.7463,32.3863,15.69,88,14,3.69,TR,1686007143
274,prieska,-29.6641,22.7474,8.6,50,82,2.12,ZA,1686007143
275,mejit,10.2753,170.8646,27.72,81,99,8.8,MH,1686007143
276,maues,-3.3836,-57.7186,26.33,76,93,0.9,BR,1686007143
277,tyazhinskiy,56.116,88.524,19.3,70,3,1.76,RU,1686007144
278,talnakh,69.4865,88.3972,9.56,66,100,4.59,RU,1686007144
279,urangan,-25.3,152.9,21.11,68,34,7.14,AU,1686007053
280,punta arenas,-53.15,-70.9167,3.06,93,0,4.12,CL,1686006958
281,turpan,42.9333,89.1667,27.1,20,1,2.02,CN,1686007144
282,byron bay,-28.65,153.6167,15.39,74,88,2.37,AU,1686007144
283,hamilton,39.1834,-84.5333,27.17,33,0,4.63,US,1686007133
284,jayapura,-2.5333,140.7,25.66,88,90,2.36,ID,1686007145
285,liepaja,56.5419,21.0367,3.99,93,0,1.54,LV,1686007145
286,la passe,45.5549,-0.8967,21.13,70,9,3.91,FR,1686007145
287,plasencia,40.0312,-6.0885,18.78,65,45,2.08,ES,1686007145
288,ambon,-3.6954,128.1814,29.08,78,40,1.03,ID,1686007145
289,aktau,43.65,51.2,21.32,87,40,4.69,KZ,1686007145
290,bata,1.8639,9.7658,25.96,85,93,3.4,GQ,1686007145
291,esperanza,19.5847,-70.9849,28.27,86,23,2.48,DO,1686007146
292,okulovka,58.4008,33.2908,8.06,80,81,3.72,RU,1686007146
293,keflavik,64.0049,-22.5624,7.95,76,75,5.14,IS,1686007146
294,lubang,13.8584,120.124,28.79,73,98,2.19,PH,1686007146
295,boali,4.8005,18.1275,20.96,99,52,1.41,CF,1686007146
296,hengchun,22.0042,120.7439,27.38,77,61,6.01,TW,1686007147
297,as sulayyil,20.4607,45.5779,31.14,16,47,2.91,SA,1686007147
298,severo-yeniseyskiy,60.3725,93.0408,14.67,91,69,0.81,RU,1686007147
299,alice springs,-23.7,133.8833,20.75,49,19,0.51,AU,1686006978
300,kavieng,-2.5744,150.7967,28.94,75,58,5.4,PG,1686007147
301,virginia,37.5481,-77.4467,24.58,52,75,4.63,US,1686007121
302,urucara,-2.5364,-57.76,26.6,79,79,1.05,BR,1686007148
303,songjiang,31.036,121.2146,19.47,81,100,3.52,CN,1686007148
304,fale old settlement,-9.3852,-171.2468,28.45,75,11,5.07,TK,1686007148
305,manaure,11.7751,-72.4445,28.62,79,98,4.62,CO,1686007148
306,port isabel,26.0734,-97.2086,27.79,74,40,3.09,US,1686007148
307,kibre mengist,5.8833,38.9833,15.02,96,91,0.68,ET,1686007148
308,thinadhoo,0.5333,72.9333,28.32,72,100,1.68,MV,1686007149
309,carnarvon,-24.8667,113.6333,19.06,58,99,7.59,AU,1686007149
310,dubai,25.2582,55.3047,34.96,34,0,1.03,AE,1686007002
311,thunder bay,48.4001,-89.3168,17.99,68,100,4.63,CA,1686006951
312,scottsboro,34.6723,-86.0341,30.36,65,72,0.46,US,1686007077
313,zeya,53.75,127.2667,12.25,90,100,2.09,RU,1686007149
314,elverum,60.8819,11.5623,13.9,56,77,2.27,NO,1686007149
315,manokwari,-0.8667,134.0833,27.38,75,74,1.73,ID,1686007149
316,yeppoon,-23.1333,150.7333,18.88,86,83,7.98,AU,1686007150
317,baoro,5.6667,15.9667,19.8,98,83,1.5,CF,1686007150
318,sao joao da barra,-21.6403,-41.0511,20.05,81,0,1.74,BR,1686007150
319,kalas,18.1667,74.8,26.65,61,18,6.96,IN,1686007150
320,gonzales,30.2385,-90.9201,25.02,80,100,0.0,US,1686007150
321,greenville,35.6127,-77.3663,26.02,43,0,1.54,US,1686007150
322,la ferte-mace,48.59,-0.358,10.81,98,9,3.27,FR,1686007151
323,coahuayana de hidalgo,18.7,-103.6583,30.64,57,2,4.01,MX,1686007151
324,mitu,1.1983,-70.1733,23.69,97,49,0.69,CO,1686007151
325,anadyr,64.75,177.4833,6.28,86,75,10.0,RU,1686007151
326,teculutan,14.9833,-89.7167,33.86,33,0,0.0,GT,1686007151
327,victoria falls,-17.9235,25.843,17.91,37,0,1.97,ZW,1686007152
328,uitenhage,-33.7576,25.3971,8.77,72,100,1.96,ZA,1686007152
329,puerto deseado,-47.7503,-65.8938,13.03,58,100,13.12,AR,1686007152
330,colonel hill,22.7667,-74.2167,27.78,82,39,4.35,BS,1686007152
331,blythe,33.6103,-114.5964,38.25,6,0,9.77,US,1686007152
332,greymouth,-42.4667,171.2,9.78,69,0,3.06,NZ,1686007148
