City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
39,edinburgh of the seven seas,-37.0676,-12.3116,12.01,78,100,10.88,SH,1686007109
40,porto novo,6.4965,2.6036,27.9,82,97,4.03,BJ,1686007110
41,thompson,55.7435,-97.8558,26.09,53,75,3.09,CA,1686007110
42,kavaratti,10.5669,72.642,29.2,73,98,5.13,IN,1686007110
43,dolinsk,47.35,142.8,14.65,59,45,2.29,RU,1686007110
44,floro,61.5996,5.0328,9.98,81,100,4.63,NO,1686007110
45,albany,42.6001,-73.9662,20.36,50,100,2.89,US,1686007027
46,hatta,24.1167,79.6,31.08,32,0,1.09,IN,1686007111
47,ushuaia,-54.8,-68.3,2.81,87,0,1.54,AR,1686006877
48,hartford city,40.4511,-85.37,26.49,29,11,0.89,US,1686007111
49,margate,51.3813,1.3862,11.61,75,11,4.02,GB,1686007111
50,dili,-8.5586,125.5736,25.1,51,90,1.7,TL,1686007111
51,wailua homesteads,22.0669,-159.378,27.14,72,0,4.12,US,1686007112
52,ebon,4.582,168.6964,28.84,77,92,5.7,MH,1686007112
53,bardai,11.65,7.2333,27.57,59,83,4.9,NG,1686007112
54,hadibu,12.65,54.0333,29.0,77,99,5.06,YE,1686007112
55,bengkulu,-3.8004,102.2655,23.44,92,52,1.45,ID,1686007112
56,san juan de miraflores,-12.1629,-76.9635,22.29,81,20,3.04,PE,1686007112
57,praia da vitoria,38.7333,-27.0667,19.14,88,75,6.37,PT,1686007113
58,vorkuta,67.5,64.0,8.44,69,14,6.7,RU,1686007113
59,usogorsk,63.4106,48.6872,8.0,85,77,4.25,RU,1686007113
60,margaret river,-33.95,115.0667,10.74,71,100,10.49,AU,1686007113
61,haiku-pauwela,20.9219,-156.3051,28.01,51,40,11.32,US,1686007113
62,hassan,13.0006,76.0994,21.54,90,96,5.5,IN,1686007113
63,yaren,-0.5472,166.916,28.92,75,70,5.65,NR,1686007113
64,totness,5.8833,-56.3167,25.68,90,71,3.42,SR,1686007113
65,iqaluit,63.7506,-68.5145,2.61,74,75,2.06,CA,1686007114
66,tuy hoa,13.0833,109.3,25.52,86,88,4.43,VN,1686007114
67,kuruman,-27.4524,23.4325,7.11,40,6,3.82,ZA,1686007114
68,ilha de mocambique,-15.0342,40.7358,25.48,71,0,3.8,MZ,1686007114
69,katabu,-4.9333,122.5167,23.95,85,29,1.62,ID,1686007114
70,santiago de cao,-7.9589,-79.2392,23.07,83,83,3.09,PE,1686007114
71,mount isa,-20.7333,139.5,21.87,56,2,0.0,AU,1686007114
72,ninghai,29.2892,121.4247,21.95,98,100,1.9,CN,1686007115
73,grytviken,-54.2811,-36.5092,2.36,97,100,2.04,GS,1686007115
74,rosso,16.4986,-15.8153,24.53,57,70,5.88,SN,1686007115
75,bandarbeyla,9.4942,50.8122,27.45,82,100,10.91,SO,1686007115
76,rakops,-21.0167,24.3333,18.24,24,0,3.17,BW,1686007115
77,kon tum,14.35,108.0,21.78,99,100,0.64,VN,1686007115
78,pokrovsk,48.282,37.1758,9.09,78,1,2.91,UA,1686007115
79,mossel bay,-34.1831,22.146,7.96,65,85,2.4,ZA,1686007115
80,san borja,-14.8167,-66.85,24.14,81,24,1.45,BO,1686007116
81,eyl,7.9803,49.8164,27.6,79,98,8.68,SO,1686007116
82,punta cardon,11.6581,-70.215,29.81,69,76,6.24,VE,1686007116
83,tadine,-21.55,167.8833,22.29,74,100,7.35,NC,1686007116
84,saipan,15.1355,145.701,29.39,100,40,8.23,MP,1686007116
85,igarka,67.4667,86.5833,11.23,58,97,3.65,RU,1686007116
86,hotan,37.0997,79.9269,20.51,26,98,1.57,CN,1686007116
87,dubna,56.7333,37.1667,6.12,86,27,2.38,RU,1686007117
88,bredasdorp,-34.5322,20.0403,8.79,76,61,1.69,ZA,1686007117
89,sao vicente,-23.9631,-46.3919,22.77,26,23,0.86,BR,1686007117
90,sinabang,2.4803,96.3801,26.42,81,100,0.59,ID,1686007117
91,arraial do cabo,-22.9661,-42.0278,20.98,94,40,3.6,BR,1686007117
92,tiksi,71.6872,128.8694,1.73,95,100,1.39,RU,1686007117
93,kalmunai,7.4167,81.8167,26.86,79,84,0.79,LK,1686007117
94,puerto baquerizo moreno,-0.9,-89.6,26.04,82,91,4.95,EC,1686007118
95,zemio,5.0314,25.1361,20.09,97,91,1.24,CF,1686007118
96,sinan,34.8262,126.1086,19.06,85,99,2.45,KR,1686007118
97,stanley,54.868,-1.6985,10.85,88,75,1.54,GB,1686007118
98,karaton,-6.3424,106.1045,23.02,94,93,0.97,ID,1686007118
99,puerto ayora,-0.7393,-90.3518,26.42,94,89,2.68,EC,1686007118
100,sur,22.5667,59.5289,32.91,45,20,5.58,OM,1686007118
101,bela,25.9333,81.9833,32.22,29,23,1.23,IN,1686007119
102,mil'kovo,55.6078,37.7956,11.22,83,17,2.36,RU,1686007119
103,krupki,54.3178,29.1358,7.48,80,6,1.21,BY,1686007119
104,kolonia town,6.964,158.206,32.0,66,75,4.12,FM,1686007119
105,chu,43.5983,73.7614,18.09,48,1,4.17,KZ,1686007119
106,vila do maio,15.1333,-23.2167,23.44,79,7,1.97,CV,1686007119
107,platteville,42.7342,-90.4785,29.31,15,0,1.54,US,1686007120
108,kiruna,67.8557,20.2251,2.51,75,100,3.09,SE,1686007120
109,gizo,-8.103,156.8419,28.42,75,80,2.49,SB,1686007120
110,dudinka,69.4058,86.1778,9.79,54,100,3.72,RU,1686007120
111,mocimboa,-11.3167,40.35,22.29,88,0,1.85,MZ,1686007120
112,trincomalee,8.5711,81.2335,27.6,76,100,9.67,LK,1686007120
113,fortuna,40.5982,-124.1573,14.19,81,0,6.17,US,1686007120
114,nemuro,43.3236,145.575,10.87,81,0,0.13,JP,1686006942
115,kodiak,57.79,-152.4072,7.73,93,100,9.26,US,1686007121
116,new norfolk,-42.7826,147.0587,11.06,81,93,1.14,AU,1686007121
117,wau,7.7029,27.9953,22.46,89,76,2.39,SS,1686007121
118,tantou,26.0314,119.5986,27.87,78,0,4.0,CN,1686007121
